"","id","rtl","sex","age","year","bm","bs","bci","dens","densmin1","densmin2","densa","mort","juvex","brood","emi","eri","cci","tti","tli","shi","mii","mbi","mli","gli","lai","ali","oci","parrich","endr","ectr","totr","emp","erp","ccp","ttp","tlp","shp","mip","mbp","mlp","glp","lap","alp","ocp","cocp","help","licp","mitp","endp","ectp","totp","emer","hel","tlsh","mimb","glla","lic","emd","erd","ccd","ttd","gld","lad","ald","tld","shd","mid","mbd","ocd","MASL","WeightNE","Wing","Head","SternL","SternLCorL","TotalFat","LDBM","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","L.combination","BCI...4","gut.length","weight","ind.gut.length.body.weight","Diet.Simpson","Diet.Shannon","Diet.Richness","Diet.Centroid_Distance","BCI...12","TarsMT","PC1","BC.index","Standardized.BC.index","Clostridia.UCG.014.Relative.Abundance","Shuttleworthia.Relative.Abundance","Actinomyces.Relative.Abundance","Colidextribacter.Relative.Abundance","Shannon.Diversity.Index"
"993","18-051",4.81224459981406,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,505,203,51.06,88.24,112.96,NA,NA,190,89.5,44,8.71,23.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0579099179054804,0.268027512757932,0.0382737963168405,0.112380741069448,3.07687919181358
"994","18-058",14.3090815279386,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,475,199,53.92,90.43,114.16,NA,NA,190.5,91,44,9.27,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","18-060",17.316163651452,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,529,197,53.94,88.3,112.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","06-096",0.1622144921647,"male","juvenile","2006",529,1.01,17.75,6.11,5.58,4.03,NA,1.29,0.87,6.53,138,10,3,0,11,62,0,0,0,6,2,0,3,8,1564,2430.5,3994.5,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,148,3,73,0,8,8,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,280,529,202,53.92,87.91,111.04,11.14,123.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.71411,27.980164,1.229999,NA,NA,NA,NA,NA
"997","06-099",0.627826780879579,"male","juvenile","2006",466,0.96,-44.46,6.11,5.58,4.03,NA,1.29,0.87,6.53,128,0,0,0,3,0,0,0,0,18,0,5,1,5,463,1819.5,2282.5,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,128,0,3,0,18,23,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,466,184,54.39,83.63,108.49,4.2,109.75,NA,NA,NA,NA,NA,0.776748971,-16.42645264,NA,466,NA,0.653822186,1.106576924,4,0.545023691,-16.42645264,64,-0.24531,-16.426453,-0.686672,NA,NA,NA,NA,NA
"998","06-179",2.45592178438449,"female","juvenile","2006",454,-1.06,-23.41,6.11,5.58,4.03,NA,1.29,0.87,6.53,118,266,0,0,24,0,0,0,0,2,0,0,5,5,1069.5,1397,2466.5,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,384,0,24,0,2,2,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,360,454,186,51.21,82.51,106.34,7.47,105.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-1.29053,-8.170319,-0.330322,NA,NA,NA,NA,NA
"999","08-001",0.582398158341066,"male","juvenile","2008",500,-0.53,13.96,5.58,7.35,5.58,NA,0.47,1.11,7.38,146,0,4,0,14,0,9,3,0,6,0,0,0,6,1013,2020,3033,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,146,4,14,12,6,6,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,302,500,199,53.51,83.26,108.1,10.38,118.26,NA,NA,NA,NA,NA,0,1.820861816,102,499.61,0.204,0.341901728,0.525439958,2,0.212073851,1.820861816,63,0.54741,1.820862,-0.737648,NA,NA,NA,NA,NA
"1000","08-133",0.0683162351591052,"male","juvenile","2008",487,-0.23,-3.98,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,32,43,0,0,0,28,4,0,1,5,0,2702,2702,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,75,0,32,32,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,379,487,191,52.77,84.95,110.21,9.03,119.13,195,NA,46,9.44,23.59,8.531378394,9.680755615,103,487.36,0.211,0.669861988,1.264892153,5,0.289961892,9.680755615,63,-0.49026,9.680756,-0.430636,NA,NA,NA,NA,NA
"1001","08-140",1.94754208582163,"female","juvenile","2008",499,-0.85,18.24,5.58,7.35,5.58,NA,0.47,1.11,7.38,154,0,3,0,18,2,1,0,0,0,21,0,0,6,1013.5,2040.5,3054,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,154,3,20,1,21,21,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,384,499,189,51.46,85.17,109.68,13.87,113.68,195,NA,44,8.82,22.56,3.292021689,40.15719604,107,499.05,0.214,0.50663951,1.032214152,5,0.14640725,40.15719604,62,-1.45965,40.157196,0.759788,0.441339396444812,0.0537412153782555,0.078462174452253,0.0935097147581645,3.16532234911162
"1002","18-001",12.1546465866315,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,520,199,53.15,83.4,108.25,NA,NA,202,97,47,9.04,23.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477432590855803,0.0642829230168034,0.111176240719031,0.0969128565846034,3.31504058401969
"1003","18-009",3.6417980071684,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,535,203,54.89,90.19,114.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","18-010",3.36066906483061,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,528,202,54.54,88.93,113.34,NA,NA,173.5,87.5,37.5,7.1,21.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0523315398411478,0.125096079938509,0.0517550602100948,0.143479374839867,3.07886003583616
"1005","18-014",0.396646256399886,"female","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,454,192,51.88,84.08,107.13,NA,NA,148,84.5,12,2.64,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559640276941601,0.0445514750150512,0.13835791691752,0.0375150511739916,2.78744348177302
"1006","18-019",3.97730290481482,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,556,202,55.51,90.61,115.07,NA,NA,195,93,44,7.91,22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310874920171517,0.0888605054283368,0.243408448134294,0.132834595383633,3.04311064491179
"1007","18-021",1.13668167239348,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,508,202,54.18,85.43,110.48,NA,NA,188,88,44,8.66,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44501736293802,0.0451085622084254,0.0700480550001754,0.0954435441439545,2.95157405897545
"1008","18-031",1.1510416663617,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,505,205,54.83,85.44,108.98,NA,NA,174.5,82.5,40,7.93,22.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74767189384801,0.0055729794933655,0.161495778045838,0.00844390832328106,2.27653521008912
"1009","18-039",4.85503210809906,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,493,199,55.25,86.34,111.58,NA,NA,183.3,84.5,43.4,8.8,23.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366924899161278,0.0941801651834304,0.0506434470836801,0.152186439592804,3.38347266673585
"1010","18-040",0.342093576013885,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,515,198,52.13,86.22,110.1,NA,NA,180,81.5,43,8.36,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257142857142857,0.0938661338661339,0.0314085914085914,0.15976023976024,3.2330993648186
"1011","18-055",1.90581532446139,"female","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,402,186,52.14,82.47,106.56,NA,NA,172.5,86.5,37,9.2,21.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0415801495016611,0.135330149501661,0.0783326411960133,0.189887873754153,3.13702904743016
"1012","18-056",1.34285093892939,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,537,204,54.52,86.24,113.2,NA,NA,172,86.5,36.5,6.8,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0689675798540495,0.158571599473621,0.0406747218566814,0.191350640028712,3.19328929534239
"1013","18-057",0.787570215129241,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,566,195,54.45,90.32,115.9,NA,NA,183.5,90.5,40,7.07,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470578331509386,0.222325111541376,0.0477312905126694,0.209613603838707,3.08803435617026
"1014","18-059",1.02368235544151,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,499,200,52.17,86.65,111.31,NA,NA,181,85,42,8.42,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373604671131719,0.094109565516057,0.0737592306371286,0.0742744289884939,3.29818737883066
"1015","18-061",1.8233754360012,"female","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,452,187,49.67,82.11,107.89,NA,NA,178.5,83.5,42,9.29,23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275997918679848,0.0999033672786739,0.0879357764067494,0.157957332936891,3.29516855128231
"1016","18-064",1.87367625548749,"female","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,486,190,53.96,83.16,107.58,NA,NA,178.5,85,40.5,8.33,22.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","18-068",4.9269606829684,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,539,206,54.86,89.29,115.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","18-071",5.23457299527059,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,535,206,52.61,87.89,112.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","18-072",4.95301310508204,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,523,197,53.46,88.57,113.25,NA,NA,192.5,91,45,8.61,23.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228934923066676,0.0464930393658829,0.069806167987744,0.085392659694931,3.21936723115092
"1020","18-073",1.08550344803262,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,534,200,55.6,85.73,110.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","18-074",4.20767837049692,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,517,192,54.88,88.7,113.32,NA,NA,192.5,93,43.5,8.41,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0955183031132398,0.140882654806705,0.101676359904208,0.306055422511119,3.25679259016331
"1022","18-075",1.12147477926814,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,509,200,53.05,87.11,112.95,NA,NA,165,83,36,7.07,21.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313117944725574,0.0394706111327365,0.103464383028416,0.084974698326197,2.79309191037006
"1023","18-083",3.5376493960139,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,543,197,53.65,84.02,108.92,NA,NA,172,83,38,7,22.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0951133823059725,0.0999680613222613,0.0408176301501118,0.0470137336314277,3.20526079010032
"1024","18-084",0.985710196492169,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,570,205,53.06,87.48,111.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","18-085",1.08867334439963,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,543,206,55.16,88.8,113.27,NA,NA,198.5,93.5,47,8.66,23.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366490111278488,0.0904805870061713,0.035618834734438,0.130521405316099,3.14223508003569
"1026","18-087",0.210028177089252,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,545,203,54.75,85.49,110.95,NA,NA,196.5,91.5,46.5,8.53,23.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754299754299754,0.0206512611575903,0.0756072528224427,0.0236369856623021,2.86308782179464
"1027","18-088",0.212931261527922,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,504,199,53.57,85.63,109.61,NA,NA,173.5,86,38,7.54,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490316543250061,0.0773455936203108,0.126698673610546,0.0488648384734315,2.95808240789081
"1028","18-089",0.965166134003513,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,537,205,54.01,88.85,113.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","18-090",4.36796530485126,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,524,195,52.35,86.67,111.56,NA,NA,192,89,45,8.58,23.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262398085122298,0.0940982870820555,0.109955868052958,0.134041439150273,3.53626247296856
"1030","18-093",4.5421773337531,"male","juvenile","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,520,199,54.43,87.23,111.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","18-094",4.08022147477079,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,523,200,55.31,87.14,113.24,NA,NA,183.5,90.5,40.5,7.74,22.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0321323579681411,0.0910644698160935,0.0871675668284679,0.159020988582758,3.32074032129752
"1032","18-095",0.757859463440582,"male","adult","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,546,203,54.82,87.3,113.34,NA,NA,169.5,84,37,6.78,21.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321729062138171,0.0602084137398688,0.133925125434195,0.121188730219992,3.02424871412536
