id,Sex,Age,Latitude,Longitude,CoordPrec,CollYear,CollMonth,CollDay,WeightNE,Wing,Head,TarsMT,PC1,BC-index,Standardized BC-index,avg,,,,,,,,,,,,,
LM-08-134,M,J,65.57979,-16.77147,e,2008,10,4,578,199,53.1,63,0.38845,83.291504,2.444634,,,,,,,,,,,,,,
LM-08-135,M,J,65.57921,-16.76788,e,2008,10,4,530,206,53.69,65,1.82170,7.515320,-0.515219,,,,,,,,,,,,,,
LM-09-032,F,A,66.00756,-17.35169,e,2009,10,4,486,191,52.07,63,-0.76166,13.810364,-0.273263,,,,,,,,,,,,,,
LM-09-044,F,A,65.74917,-16.95114,e,2009,10,2,517,195,53.87,63,0.31160,23.600830,0.100649,,,,,,,,,,,,,,
LM-09-081,F,A,65.95564,-16.98862,e,2009,10,2,512,190,52.15,61,-1.37208,51.640045,1.171505,,,,,,,,,,,,,,
LM-09-105,F,A,65.57674,-16.74139,e,2009,10,3,490,191,51.71,58,-2.27020,47.295502,1.005581,,,,,,,,,,,,,,
LM-09-109,F,A,65.63074,-16.5576,e,2009,10,4,510,195,51.7,63,-0.52973,33.435577,0.476251,,,,,,,,,,,,,,
LM-09-165,F,A,65.67177,-16.4515,e,2009,10,6,551,190,53.13,63,-0.44454,72.614532,1.972549,,,,,,,,,,,,,,
LM-09-022,M,A,66.02711,-17.2589,e,2009,10,4,514,198,53.16,63,0.31786,20.859406,-0.004050,,,,,,,,,,,,,,
LM-09-026,M,A,66.02555,-17.25309,e,2009,10,4,582,204,56.77,63,2.28057,50.462646,1.126538,,,,,,,,,,,,,,
LM-09-036,M,A,65.6369,-16.6522,e,2009,10,5,509,198,53.31,61,-0.17157,25.494446,0.172969,,,,,,,,,,,,,,
LM-09-039,M,A,65.66766,-16.54512,e,2009,10,6,540,205,54.17,63,1.36637,26.139526,0.197605,,,,,,,,,,,,,,
LM-09-056,M,A,65.66625,-16.57601,e,2009,10,5,552,201,,63,0.53420,54.846832,1.293977,,,,,,,,,,,,,,
LM-09-069,M,A,65.67388,-16.54675,e,2009,10,6,532,204,56.19,64,2.32949,-0.135437,-0.805872,,,,,,,,,,,,,,
LM-09-077,M,A,65.65559,-17.56615,e,2009,10,4,538,201,54.32,64,1.32294,25.611328,0.177432,,,,,,,,,,,,,,
LM-09-078,M,A,65.65528,-17.56684,e,2009,10,4,537,205,52.07,61,0.00460,49.630432,1.094755,,,,,,,,,,,,,,
LM-09-088,M,A,65.77107,-17.20605,e,2009,10,3,519,202,52.72,61,-0.02493,32.012665,0.421908,,,,,,,,,,,,,,
LM-09-103,M,A,65.94015,-16.9882,e,2009,10,2,510,197,53.08,62,-0.08079,24.735260,0.143974,,,,,,,,,,,,,,
LM-09-108,M,A,65.63267,-16.55659,e,2009,10,4,517,202,54.6,63,1.25155,5.334808,-0.596956,,,,,,,,,,,,,,
LM-09-127,M,A,65.67539,-16.55537,e,2009,10,6,574,210,54.24,66,2.68412,34.521851,0.517738,,,,,,,,,,,,,,
LM-09-166,M,A,65.77075,-17.20634,e,2009,10,6,540,201,55.05,61,0.78459,37.534424,0.632792,,,,,,,,,,,,,,
LM-09-001,F,J,66.0016,-17.28708,e,2009,10,1,480,187,52.43,62,-1.27126,17.126343,-0.146621,,,,,,,,,,,,,,
LM-09-004,F,J,65.98774,-17.28155,e,2009,10,1,483,193,51.35,60,-1.67450,28.300903,0.280151,,,,,,,,,,,,,,
LM-09-005,F,J,65.98762,-17.28186,e,2009,10,1,476,189,50.87,59,-2.50977,37.838409,0.644401,,,,,,,,,,,,,,
LM-09-014,F,J,65.60519,-16.77277,e,2009,10,2,471,193,50.68,60,-1.93426,21.495117,0.020229,,,,,,,,,,,,,,
LM-09-016,F,J,65.64266,-16.69725,e,2009,10,2,463,188,51.98,60,-1.89947,12.430847,-0.325948,,,,,,,,,,,,,,
LM-09-017,F,J,65.62977,-16.65801,e,2009,10,2,494,185,52.07,60,-2.14612,48.660797,1.057723,,,,,,,,,,,,,,
LM-09-019,F,J,66.0253,-17.26975,e,2009,10,4,493,194,52.04,61,-1.03934,26.331696,0.204944,,,,,,,,,,,,,,
LM-09-023,F,J,66.02711,-17.25889,e,2009,10,4,486,188,51.45,62,-1.55737,28.551025,0.289703,,,,,,,,,,,,,,
LM-09-034,F,J,66.00758,-17.35166,e,2009,10,4,452,190,50.01,61,-2.20177,7.629395,-0.509322,,,,,,,,,,,,,,
LM-09-037,F,J,65.63683,-16.65229,e,2009,10,5,558,195,52.37,62,-0.54376,81.537415,2.313327,,,,,,,,,,,,,,
LM-09-043,F,J,65.7484,-16.94281,e,2009,10,2,489,192,52.8,61,-0.93237,19.858734,-0.042267,,,,,,,,,,,,,,
LM-09-045,F,J,65.74917,-16.95114,e,2009,10,2,483,188,54.14,59,-1.33581,21.667297,0.026804,,,,,,,,,,,,,,
LM-09-047,F,J,65.74759,-16.95384,e,2009,10,2,460,192,52.36,61,-1.10296,-5.665222,-1.017062,,,,,,,,,,,,,,
LM-09-049,F,J,65.80316,-16.98596,e,2009,10,2,455,184,49.42,61,-2.99360,25.674774,0.179856,,,,,,,,,,,,,,
LM-09-051,F,J,65.58327,-16.77268,e,2009,10,3,416,191,52.97,61,-0.96031,-52.889893,-2.820637,,,,,,,,,,,,,,
LM-09-054,F,J,65.65014,-17.55592,e,2009,10,4,524,194,52.94,64,0.13098,34.091248,0.501292,,,,,,,,,,,,,,
LM-09-055,F,J,65.65014,-17.55592,e,2009,10,4,561,197,54.72,64,1.10264,52.840698,1.217360,,,,,,,,,,,,,,
LM-09-058,F,J,65.67472,-16.55212,e,2009,10,5,513,192,52.44,59,-1.61953,56.805725,1.368789,,,,,,,,,,,,,,
LM-09-066,F,J,65.682,-16.54276,e,2009,10,6,459,187,51.69,62,-1.55817,1.586487,-0.740109,,,,,,,,,,,,,,
LM-09-070,F,J,65.67388,-16.54675,e,2009,10,6,469,192,50.16,62,-1.68213,13.948853,-0.267974,,,,,,,,,,,,,,
LM-09-071,F,J,65.58479,-16.78677,e,2009,10,3,491,196,53.01,60,-0.74936,18.632019,-0.089117,,,,,,,,,,,,,,
LM-09-079,F,J,65.67033,-16.57495,e,2009,10,5,498,195,52.71,63,-0.13814,13.586731,-0.281804,,,,,,,,,,,,,,
LM-09-082,F,J,65.95564,-16.98862,e,2009,10,2,438,181,48.5,60,-3.90562,26.649597,0.217085,,,,,,,,,,,,,,
LM-09-085,F,J,65.58876,-16.76758,e,2009,10,3,475,191,52.88,62,-0.72141,1.690308,-0.736144,,,,,,,,,,,,,,
LM-09-086,F,J,65.77908,-17.20549,e,2009,10,3,418,192,52.19,59,-1.71646,-35.675842,-2.163209,,,,,,,,,,,,,,
LM-09-087,F,J,65.77107,-17.20605,e,2009,10,3,480,192,51.66,62,-1.10057,14.388306,-0.251190,,,,,,,,,,,,,,
LM-09-092,F,J,65.76986,-17.21532,e,2009,10,3,443,188,51.99,60,-1.89559,-7.854279,-1.100665,,,,,,,,,,,,,,
LM-09-102,F,J,65.95641,-16.98866,e,2009,10,2,451,185,52.52,61,-1.69785,-2.826416,-0.908644,,,,,,,,,,,,,,
LM-09-104,F,J,65.94588,-16.98995,e,2009,10,2,538,196,52.64,62,-0.34523,57.100037,1.380030,,,,,,,,,,,,,,
LM-09-110,F,J,65.5581,-16.73717,e,2009,10,5,512,188,51.19,62,-1.65818,57.434601,1.392807,,,,,,,,,,,,,,
LM-09-111,F,J,65.58405,-16.7424,e,2009,10,5,474,197,51.72,60,-1.15566,9.065979,-0.454457,,,,,,,,,,,,,,
LM-09-112,F,J,65.67602,-16.47825,e,2009,10,6,470,192,51.89,58,-2.10657,23.304321,0.089325,,,,,,,,,,,,,,
LM-09-121,F,J,65.67167,-16.54831,e,2009,10,6,515,195,54.91,61,0.16723,24.188629,0.123098,,,,,,,,,,,,,,
LM-09-122,F,J,65.67167,-16.54831,e,2009,10,6,478,189,52.18,62,-1.18050,13.537323,-0.283690,,,,,,,,,,,,,,
LM-09-123,F,J,65.67167,-16.54831,e,2009,10,6,501,192,51.22,61,-1.54495,43.970367,0.878589,,,,,,,,,,,,,,
LM-09-124,F,J,65.67167,-16.54831,e,2009,10,6,495,192,51.61,60,-1.66754,39.646088,0.713439,,,,,,,,,,,,,,
LM-09-126,F,J,65.67197,-16.56541,e,2009,10,6,483,185,52.22,63,-1.26658,20.025604,-0.035894,,,,,,,,,,,,,,
LM-09-128,F,J,65.60813,-16.89967,e,2009,10,7,489,192,52.87,63,-0.35765,8.340668,-0.482158,,,,,,,,,,,,,,
LM-09-133,F,J,65.67501,-16.5531,e,2009,10,5,478,185,50.57,61,-2.45389,38.385315,0.665289,,,,,,,,,,,,,,
LM-09-134,F,J,65.67501,-16.5531,e,2009,10,5,446,186,52.09,60,-2.04452,-1.928192,-0.874340,,,,,,,,,,,,,,
LM-09-135,F,J,65.67501,-16.5531,e,2009,10,5,472,191,50.24,61,-2.01875,24.042542,0.117518,,,,,,,,,,,,,,
LM-09-136,F,J,65.67501,-16.5531,e,2009,10,5,481,192,48.8,,-1.87475,29.661804,0.332126,,,,,,,,,,,,,,
LM-09-137,F,J,65.67501,-16.5531,e,2009,10,5,417,192,50.69,59,-2.29802,-25.455261,-1.772871,,,,,,,,,,,,,,
LM-09-138,F,J,65.67501,-16.5531,e,2009,10,5,486,191,52.12,63,-0.74228,13.004669,-0.304033,,,,,,,,,,,,,,
LM-09-139,F,J,65.67501,-16.5531,e,2009,10,5,483,188,53.28,62,-0.84786,12.100983,-0.338546,,,,,,,,,,,,,,
LM-09-140,F,J,65.67501,-16.5531,e,2009,10,5,490,195,53.4,62,-0.14442,5.898315,-0.575435,,,,,,,,,,,,,,
LM-09-141,F,J,65.67501,-16.5531,e,2009,10,5,500,192,51.47,64,-0.62665,25.283844,0.164925,,,,,,,,,,,,,,
LM-09-144,F,J,65.68145,-16.54713,e,2009,10,5,559,193,54.49,61,-0.18330,75.281799,2.074416,,,,,,,,,,,,,,
LM-09-145,F,J,65.59024,-16.83884,e,2009,10,7,442,191,,,-0.34339,-38.815674,-2.283123,,,,,,,,,,,,,,
LM-09-153,F,J,65.58897,-16.84687,e,2009,10,7,467,189,52.2,61,-1.44654,8.073090,-0.492377,,,,,,,,,,,,,,
LM-09-154,F,J,65.59017,-16.85037,e,2009,10,7,444,180,49.65,61,-3.27981,20.551514,-0.015809,,,,,,,,,,,,,,
LM-09-162,F,J,65.67549,-16.44123,e,2009,10,6,459,190,52.13,61,-1.37983,-1.399658,-0.854154,,,,,,,,,,,,,,
LM-09-163,F,J,65.677,-16.45157,e,2009,10,6,439,188,50.61,61,-2.15684,-6.491394,-1.048615,,,,,,,,,,,,,,
LM-09-164,F,J,65.67358,-16.45121,e,2009,10,6,458,196,,63,0.06497,-30.859619,-1.979271,,,,,,,,,,,,,,
LM-09-002,M,J,66.00524,-17.28648,e,2009,10,1,520,199,53.14,62,0.13016,30.276978,0.355620,,,,,,,,,,,,,,
LM-09-003,M,J,66.00074,-17.28074,e,2009,10,1,506,194,54.28,64,0.65051,5.872894,-0.576406,,,,,,,,,,,,,,
LM-09-006,M,J,65.98767,-17.28186,e,2009,10,1,550,199,55.11,62,0.89395,45.164978,0.924213,,,,,,,,,,,,,,
LM-09-007,M,J,65.98764,-17.28182,e,2009,10,1,541,201,52.84,63,0.47534,44.317657,0.891853,,,,,,,,,,,,,,
LM-09-008,M,J,65.99119,-17.30042,e,2009,10,1,506,200,54.56,63,1.04835,-1.257233,-0.848715,,,,,,,,,,,,,,
LM-09-009,M,J,65.9912,-17.30058,e,2009,10,1,565,205,55.55,67,2.99658,20.146484,-0.031277,,,,,,,,,,,,,,
LM-09-010,M,J,65.99119,-17.30052,e,2009,10,1,524,206,55.07,64,2.08295,-3.417542,-0.931220,,,,,,,,,,,,,,
LM-09-011,M,J,65.99116,-17.30048,e,2009,10,1,522,208,55.19,64,2.31717,-10.146606,-1.188212,,,,,,,,,,,,,,
LM-09-012,M,J,65.99808,-17.29184,e,2009,10,1,507,202,53.86,66,1.78602,-14.383209,-1.350014,,,,,,,,,,,,,,
LM-09-013,M,J,65.99123,-17.30035,e,2009,10,1,514,199,53.2,63,0.42722,19.020111,-0.074295,,,,,,,,,,,,,,
LM-09-015,M,J,65.60512,-16.77294,e,2009,10,2,535,197,53.54,62,0.09755,45.838928,0.949952,,,,,,,,,,,,,,
LM-09-018,M,J,65.62975,-16.65824,e,2009,10,2,511,201,55.34,63,1.44461,-4.356628,-0.967085,,,,,,,,,,,,,,
LM-09-020,M,J,66.0253,-17.26975,e,2009,10,4,487,191,52.86,61,-1.00296,19.196625,-0.067554,,,,,,,,,,,,,,
LM-09-021,M,J,66.0253,-17.26975,e,2009,10,4,487,196,54.11,63,0.49850,-10.311188,-1.194498,,,,,,,,,,,,,,
LM-09-024,M,J,66.02711,-17.25889,e,2009,10,4,532,205,54.18,62,1.09646,23.790405,0.107889,,,,,,,,,,,,,,
LM-09-025,M,J,66.02515,-17.25288,e,2009,10,4,549,203,52.67,64,0.87091,45.041473,0.919496,,,,,,,,,,,,,,
LM-09-027,M,J,66.02555,-17.25309,e,2009,10,4,553,207,53.6,61,0.78549,50.657013,1.133962,,,,,,,,,,,,,,
LM-09-028,M,J,66.00756,-17.35126,e,2009,10,4,530,199,53.23,64,0.71264,28.758698,0.297635,,,,,,,,,,,,,,
LM-09-029,M,J,66.00754,-17.3513,e,2009,10,4,522,195,53.9,64,0.59702,23.489349,0.096391,,,,,,,,,,,,,,
LM-09-030,M,J,66.00756,-17.35136,e,2009,10,4,550,202,54.04,61,0.48685,53.734528,1.251496,,,,,,,,,,,,,,
LM-09-031,M,J,66.00764,-17.35116,e,2009,10,4,441,190,53.16,65,0.11468,-48.362946,-2.647747,,,,,,,,,,,,,,
LM-09-033,M,J,66.00747,-17.35159,e,2009,10,4,565,209,55.57,67,3.37972,12.051331,-0.340443,,,,,,,,,,,,,,
LM-09-035,M,J,65.64209,-16.68677,e,2009,10,5,496,196,56.14,60,0.46417,-0.365875,-0.814673,,,,,,,,,,,,,,
LM-09-038,M,J,65.67565,-16.55381,e,2009,10,6,542,200,52.55,61,-0.27853,60.367432,1.504816,,,,,,,,,,,,,,
LM-09-040,M,J,65.74656,-16.95705,e,2009,10,2,498,188,53.68,62,-0.69278,24.715485,0.143219,,,,,,,,,,,,,,
LM-09-041,M,J,65.74656,-16.95705,e,2009,10,2,522,192,53.39,62,-0.42983,43.379578,0.856026,,,,,,,,,,,,,,
LM-09-042,M,J,65.7484,-16.94281,e,2009,10,2,596,203,56.38,63,2.03552,69.581726,1.856722,,,,,,,,,,,,,,
LM-09-046,M,J,65.74889,-16.95392,e,2009,10,2,540,196,53.77,64,0.64047,39.907440,0.723421,,,,,,,,,,,,,,
LM-09-048,M,J,65.74889,-16.95392,e,2009,10,2,513,200,54.87,62,0.89475,8.279572,-0.484491,,,,,,,,,,,,,,
LM-09-050,M,J,65.80316,-16.98596,e,2009,10,2,541,197,54.64,65,1.34541,27.385742,0.245200,,,,,,,,,,,,,,
LM-09-052,M,J,65.65135,-16.63855,e,2009,10,3,542,203,54.09,62,0.87387,37.634125,0.636600,,,,,,,,,,,,,,
LM-09-053,M,J,65.66787,-16.57539,e,2009,10,3,514,199,54.7,63,1.00878,7.129578,-0.528411,,,,,,,,,,,,,,
LM-09-057,M,J,65.65433,-17.56344,e,2009,10,4,514,202,54,63,1.01892,6.813019,-0.540501,,,,,,,,,,,,,,
LM-09-059,M,J,65.6707,-16.55329,e,2009,10,5,565,204,54.93,64,1.84098,42.141785,0.808753,,,,,,,,,,,,,,
LM-09-060,M,J,65.66917,-16.5529,e,2009,10,5,531,199,53.74,63,0.63658,31.122742,0.387921,,,,,,,,,,,,,,
LM-09-061,M,J,65.66421,-16.55401,e,2009,10,5,479,198,53.18,64,0.59941,-19.756897,-1.555243,,,,,,,,,,,,,,
LM-09-062,M,J,65.68088,-16.55076,e,2009,10,5,522,198,53.25,60,-0.46862,44.291321,0.890847,,,,,,,,,,,,,,
LM-09-063,M,J,65.68368,-16.54664,e,2009,10,6,569,204,55.72,64,2.14727,40.546021,0.747809,,,,,,,,,,,,,,
LM-09-064,M,J,65.6929,-16.54326,e,2009,10,6,538,196,54.35,65,1.13913,29.053436,0.308891,,,,,,,,,,,,,,
LM-09-065,M,J,65.68201,-16.54276,e,2009,10,6,543,202,54.3,63,1.13524,33.448914,0.476761,,,,,,,,,,,,,,
LM-09-067,M,J,65.68464,-16.53434,e,2009,10,6,554,202,56.68,63,2.05798,26.576294,0.214286,,,,,,,,,,,,,,
LM-09-068,M,J,65.6714,-16.55358,e,2009,10,6,534,199,53.75,61,0.09287,45.139679,0.923247,,,,,,,,,,,,,,
LM-09-072,M,J,65.64899,-16.65121,e,2009,10,3,553,202,53.14,61,0.13791,62.806854,1.597981,,,,,,,,,,,,,,
LM-09-073,M,J,65.64867,-16.67308,e,2009,10,3,522,199,55.13,63,1.17550,12.118713,-0.337869,,,,,,,,,,,,,,
LM-09-074,M,J,65.64857,-17.55938,e,2009,10,4,454,188,53.33,64,-0.28089,-27.926819,-1.867263,,,,,,,,,,,,,,
LM-09-075,M,J,65.64623,-17.56233,e,2009,10,4,497,203,53.84,63,1.05074,-10.953491,-1.219028,,,,,,,,,,,,,,
LM-09-076,M,J,65.65239,-17.56683,e,2009,10,4,539,201,53.68,,0.86188,35.286438,0.546938,,,,,,,,,,,,,,
LM-09-080,M,J,65.67033,-16.57497,e,2009,10,5,546,202,52.87,61,0.03323,58.575623,1.436384,,,,,,,,,,,,,,
LM-09-083,M,J,65.95564,-16.98862,e,2009,10,2,419,192,,62,-0.58421,-56.378662,-2.953878,,,,,,,,,,,,,,
LM-09-084,M,J,65.80379,-16.9901,e,2009,10,2,534,203,55.17,63,1.56639,16.113281,-0.185311,,,,,,,,,,,,,,
LM-09-089,M,J,65.77132,-17.20881,e,2009,10,3,541,197,54.17,63,0.61560,41.629272,0.789180,,,,,,,,,,,,,,
LM-09-090,M,J,65.77132,-17.20881,e,2009,10,3,491,194,52.75,64,0.05731,2.968842,-0.687315,,,,,,,,,,,,,,
LM-09-091,M,J,65.76986,-17.21532,e,2009,10,3,532,200,56.28,67,2.81038,-9.644958,-1.169054,,,,,,,,,,,,,,
LM-09-093,M,J,65.76986,-17.21532,e,2009,10,3,500,189,53.48,62,-0.67648,25.839508,0.186147,,,,,,,,,,,,,,
LM-09-094,M,J,65.76986,-17.21532,e,2009,10,3,520,197,52.27,62,-0.39484,39.971375,0.725862,,,,,,,,,,,,,,
LM-09-095,M,J,65.76986,-17.21532,e,2009,10,3,545,201,54.61,63,1.16158,35.738373,0.564198,,,,,,,,,,,,,,
LM-09-096,M,J,65.77028,-17.2066,e,2009,10,4,565,206,55.46,63,1.96036,39.868103,0.721918,,,,,,,,,,,,,,
LM-09-097,M,J,65.81555,-17.27106,e,2009,10,4,342,185,48.13,,-2.79144,-91.083008,-4.279285,,,,,,,,,,,,,,
LM-09-098,M,J,65.81555,-17.27106,e,2009,10,4,540,199,55.42,66,2.10931,11.941589,-0.344634,,,,,,,,,,,,,,
LM-09-099,M,J,65.64117,-16.55075,e,2009,10,4,544,202,55.16,64,1.74246,22.851074,0.072015,,,,,,,,,,,,,,
LM-09-100,M,J,65.57448,-16.7849,e,2009,10,5,540,202,56.25,63,1.89127,15.947205,-0.191654,,,,,,,,,,,,,,
LM-09-101,M,J,65.80158,-16.98926,e,2009,10,2,515,199,52.32,63,0.08603,26.622162,0.216038,,,,,,,,,,,,,,
LM-09-106,M,J,65.58059,-16.77246,e,2009,10,3,515,202,54.77,62,1.04367,8.083496,-0.491980,,,,,,,,,,,,,,
LM-09-107,M,J,65.77492,-17.20507,e,2009,10,3,513,200,52.25,63,0.15274,23.089417,0.081117,,,,,,,,,,,,,,
LM-09-125,M,J,65.67167,-16.54831,e,2009,10,6,538,200,55.24,64,1.58578,20.297424,-0.025513,,,,,,,,,,,,,,
LM-09-129,M,J,65.60813,-16.89967,e,2009,10,7,489,200,53.43,62,0.33644,-4.420685,-0.969532,,,,,,,,,,,,,,
LM-09-130,M,J,65.58581,-16.84599,e,2009,10,7,532,203,56.56,65,2.65289,-6.512817,-1.049433,,,,,,,,,,,,,,
LM-09-131,M,J,65.66757,-16.5565,e,2009,10,5,519,196,52.32,62,-0.46930,40.864410,0.759969,,,,,,,,,,,,,,
LM-09-132,M,J,65.67191,-16.55473,e,2009,10,5,528,203,54.67,61,0.82495,24.662231,0.141185,,,,,,,,,,,,,,
LM-09-142,M,J,65.68612,-16.55014,e,2009,10,5,514,198,54.95,61,0.46428,18.221985,-0.104777,,,,,,,,,,,,,,
LM-09-143,M,J,65.68612,-16.55014,e,2009,10,5,557,205,54.57,63,1.52146,39.944031,0.724818,,,,,,,,,,,,,,
LM-09-146,M,J,65.59672,-16.87731,e,2009,10,7,550,207,55.99,63,2.25969,19.267151,-0.064860,,,,,,,,,,,,,,
LM-09-147,M,J,65.59672,-16.87731,e,2009,10,7,542,199,56.25,64,1.88352,18.197327,-0.105719,,,,,,,,,,,,,,
LM-09-151,M,J,65.58897,-16.84687,e,2009,10,7,543,199,53.16,63,0.41171,47.880676,1.027929,,,,,,,,,,,,,,
LM-09-152,M,J,65.58897,-16.84687,e,2009,10,7,500,195,52.64,61,-0.71287,27.034760,0.231795,,,,,,,,,,,,,,
LM-09-161,M,J,65.66458,-16.44455,e,2009,10,6,487,186,51.55,62,-1.70629,32.477112,0.439646,,,,,,,,,,,,,,
LM-09-167,M,J,65.58351,-16.85328,e,2009,10,6,524,204,,61,0.26815,31.122772,0.387922,,,,,,,,,,,,,,
LM-10-013,F,A,66.0566,-17.30732,e,2010,10,1,524,190,54.14,64,0.22084,32.039673,1.701825,,,,,,,,,,,,,,
LM-10-032,F,A,65.57929,-16.76049,e,2010,10,2,503,192,52.26,64,-0.32036,22.327972,1.295051,,,,,,,,,,,,,,
LM-10-040,F,A,65.57948,-16.74871,e,2010,10,2,517,195,51.55,62,-0.86168,46.748627,2.317909,,,,,,,,,,,,,,
LM-10-061,F,A,65.57924,-16.73938,e,2010,10,2,469,190,50.3,60,-2.36313,28.036469,1.534151,,,,,,,,,,,,,,
LM-10-078,F,A,65.942,-16.99972,e,2010,10,3,462,184,52.01,62,-1.71564,7.788239,0.686054,,,,,,,,,,,,,,
LM-10-085,F,A,65.58659,-16.73188,e,2010,10,2,475,188,51.77,60,-1.98089,26.408752,1.465974,,,,,,,,,,,,,,
LM-10-099,F,A,65.74842,-16.96107,e,2010,10,3,509,195,53.95,64,0.61641,9.393677,0.753298,,,,,,,,,,,,,,
LM-10-143,F,A,65.92551,-16.97472,e,2010,10,4,498,191,51.73,64,-0.61969,22.828979,1.316035,,,,,,,,,,,,,,
LM-10-198,F,A,65.75874,-16.95152,e,2010,10,3,482,196,50.01,63,-1.09111,16.114990,1.034820,,,,,,,,,,,,,,
LM-10-208,F,A,65.81078,-16.97931,e,2010,10,4,478,191,52.78,60,-1.30777,16.093750,1.033930,,,,,,,,,,,,,,
LM-10-258,F,A,65.60406,-16.68978,e,2010,10,5,424,188,54.21,66,0.60788,-74.700928,-2.769003,,,,,,,,,,,,,,
LM-10-274,F,A,65.60422,-16.69017,e,2010,10,6,468,185,52.12,63,-1.30535,6.116974,0.616053,,,,,,,,,,,,,,
LM-10-295,F,A,65.614,-16.68781,e,2010,10,6,504,200,52.74,68,1.71168,-16.852478,-0.346022,,,,,,,,,,,,,,
LM-10-045,M,A,65.60268,-16.71921,e,2010,10,2,584,207,56.35,68,3.76823,23.352051,1.337944,,,,,,,,,,,,,,
LM-10-051,M,A,65.93802,-16.98834,e,2010,10,3,540,209,54.63,64,2.19390,10.322327,0.792194,,,,,,,,,,,,,,
LM-10-066,M,A,65.75839,-16.95658,e,2010,10,3,551,206,56.22,65,2.80261,9.695679,0.765947,,,,,,,,,,,,,,
LM-10-069,M,A,65.75955,-16.95444,e,2010,10,3,520,205,55.39,62,1.56558,2.608887,0.469117,,,,,,,,,,,,,,
LM-10-095,M,A,65.76101,-16.95337,e,2010,10,3,564,203,54.13,63,1.16317,54.207520,2.630325,,,,,,,,,,,,,,
LM-10-106,M,A,65.59444,-16.75788,e,2010,10,2,502,200,53.63,62,0.41399,6.796570,0.644518,,,,,,,,,,,,,,
LM-10-119,M,A,66.00064,-17.27436,e,2010,10,2,522,198,53.64,65,1.05155,14.680725,0.974746,,,,,,,,,,,,,,
LM-10-124,M,A,66.00373,-17.28316,e,2010,10,2,496,204,53.46,63,0.99725,-10.507019,-0.080242,,,,,,,,,,,,,,
LM-10-131,M,A,65.95315,-16.99155,e,2010,10,2,537,205,54.3,64,1.69057,17.496704,1.092693,,,,,,,,,,,,,,
LM-10-136,M,A,65.95558,-16.98843,e,2010,10,2,503,204,53.2,64,1.17024,-6.779510,0.075884,,,,,,,,,,,,,,
LM-10-139,M,A,65.93571,-16.98851,e,2010,10,4,526,205,53.51,64,1.38428,11.942566,0.860058,,,,,,,,,,,,,,
LM-10-140,M,A,65.93571,-16.98851,e,2010,10,4,477,199,54.31,64,1.13137,-32.226105,-0.989946,,,,,,,,,,,,,,
LM-10-141,M,A,65.93718,-16.98863,e,2010,10,4,507,202,53.57,60,0.03083,19.222046,1.164959,,,,,,,,,,,,,,
LM-10-142,M,A,65.92551,-16.97472,e,2010,10,4,539,200,54.76,64,1.39968,24.693970,1.394150,,,,,,,,,,,,,,
LM-10-200,M,A,65.75572,-16.95351,e,2010,10,3,483,198,54.35,62,0.50544,-14.035858,-0.228048,,,,,,,,,,,,,,
LM-10-207,M,A,66.0547,-16.84144,e,2010,10,3,560,202,52.88,65,1.13228,50.876282,2.490796,,,,,,,,,,,,,,
LM-10-218,M,A,65.58675,-16.84647,e,2010,10,4,496,208,55.11,65,2.55994,-40.791565,-1.348710,,,,,,,,,,,,,,
LM-10-222,M,A,66.02291,-16.76498,e,2010,10,4,481,205,52.97,63,0.90112,-23.604004,-0.628809,,,,,,,,,,,,,,
LM-10-225,M,A,65.60985,-16.65396,e,2010,10,5,540,200,55.93,66,2.40089,6.290894,0.623338,,,,,,,,,,,,,,
LM-10-243,M,A,65.6458,-17.175,e,2010,10,4,490,200,54.29,64,1.21746,-20.724579,-0.508205,,,,,,,,,,,,,,
LM-10-265,M,A,65.61059,-16.75418,e,2010,10,5,528,202,55.65,66,2.48002,-6.992737,0.066953,,,,,,,,,,,,,,
LM-10-267,M,A,65.60748,-16.75645,e,2010,10,5,490,203,55.05,64,1.79366,-32.131104,-0.985967,,,,,,,,,,,,,,
LM-10-271,M,A,65.61314,-16.75141,e,2010,10,5,497,203,54.7,62,1.11037,-11.369263,-0.116358,,,,,,,,,,,,,,
LM-10-272,M,A,65.74838,-16.95229,e,2010,10,6,514,206,54.7,63,1.66570,-5.091431,0.146589,,,,,,,,,,,,,,
LM-10-284,M,A,65.60644,-16.75352,e,2010,10,5,515,200,54.49,65,1.56879,-3.033325,0.232793,,,,,,,,,,,,,,
LM-10-285,M,A,65.61643,-16.74144,e,2010,10,5,490,201,52.74,60,-0.38481,10.277130,0.790301,,,,,,,,,,,,,,
LM-10-291,M,A,65.74843,-16.95435,e,2010,10,6,504,201,54.64,62,0.89942,-0.610992,0.334252,,,,,,,,,,,,,,
LM-10-292,M,A,65.7555,-16.93638,e,2010,10,6,501,198,54.6,62,0.60237,2.615723,0.469403,,,,,,,,,,,,,,
LM-10-293,M,A,65.60701,-16.68358,e,2010,10,6,531,205,54.42,63,1.46330,15.151123,0.994448,,,,,,,,,,,,,,
LM-10-307,M,A,65.6033,-16.71513,e,2010,10,6,539,204,54.73,64,1.76344,18.014526,1.114382,,,,,,,,,,,,,,
LM-10-308,M,A,65.6033,-16.71513,e,2010,10,6,526,203,54.02,64,1.39432,11.467957,0.840179,,,,,,,,,,,,,,
