id,Sex,Age,Latitude,Longitude,CoordPrec,CollYear,CollMonth,CollDay,WeightNE,Wing,Head,TarsMT,PC1,BC-index,Standardized BC-index,avg,,,,,,,,,,,,,
LM-15-023,F,J,66.01823,-17.15435,e,2015,10,3,401,185,49.52,62,-2.58719,-35.791351,-1.325653,,,,,,,,,,,,,,
LM-15-032,F,J,65.98687,-17.04313,e,2015,9,30,480,191,51.48,63,-0.99041,11.893463,0.790847,,,,,,,,,,,,,,
LM-15-040,F,J,65.74982,-16.95511,e,2015,10,4,433,190,,65,0.04948,-55.139374,-2.184419,,,,,,,,,,,,,,
LM-15-047,F,J,65.754,-16.94768,e,2015,10,4,455,190,50.89,60,-2.13438,8.913391,0.658576,,,,,,,,,,,,,,
LM-15-048,F,J,65.8783,-16.99247,e,2015,10,4,490,189,52.44,65,-0.25832,7.345612,0.588990,,,,,,,,,,,,,,
LM-15-050,F,J,65.96031,-16.83216,e,2015,10,4,417,182,52.16,62,-1.84517,-34.821381,-1.282601,,,,,,,,,,,,,,
LM-15-061,F,J,65.86639,-16.69729,e,2015,10,2,434,188,51.5,61,-1.81178,-18.068604,-0.539025,,,,,,,,,,,,,,
LM-15-062,F,J,65.86639,-16.69729,e,2015,10,2,426,184,49.51,62,-2.68491,-9.147491,-0.143060,,,,,,,,,,,,,,
LM-15-066,F,J,65.75596,-16.72866,e,2015,10,3,458,196,52.23,64,0.04340,-30.021454,-1.069555,,,,,,,,,,,,,,
LM-15-069,F,J,65.80354,-16.72723,e,2015,10,3,455,197,51.85,63,-0.28388,-26.758911,-0.924746,,,,,,,,,,,,,,
LM-15-071,F,J,65.99233,-16.77773,e,2015,9,30,445,186,50.8,58,-3.09225,17.246552,1.028445,,,,,,,,,,,,,,
LM-15-073,F,J,65.99084,-16.78416,e,2015,9,30,466,186,51.85,62,-1.58998,9.242981,0.673205,,,,,,,,,,,,,,
LM-15-075,F,J,65.60783,-16.63839,e,2015,10,1,470,188,51.29,64,-1.07182,3.371155,0.412583,,,,,,,,,,,,,,
LM-15-077,F,J,65.96197,-16.93321,e,2015,10,2,419,189,50.33,60,-2.44534,-21.070221,-0.672253,,,,,,,,,,,,,,
LM-15-082,F,J,65.60831,-16.6433,e,2015,10,1,446,189,50.35,63,-1.61621,-10.238647,-0.191491,,,,,,,,,,,,,,
LM-15-083,F,J,65.60831,-16.6433,e,2015,10,1,454,190,50.55,60,-2.26620,10.568024,0.732017,,,,,,,,,,,,,,
LM-15-093,F,J,65.63343,-17.17773,e,2015,10,1,437,188,50.26,64,-1.47116,-21.669739,-0.698862,,,,,,,,,,,,,,
LM-15-097,F,J,65.95908,-16.97025,e,2015,10,2,481,189,52.01,65,-0.42503,1.686523,0.337810,,,,,,,,,,,,,,
LM-15-098,F,J,65.95908,-16.97025,e,2015,10,2,412,183,50.31,62,-2.46859,-27.779755,-0.970057,,,,,,,,,,,,,,
LM-15-101,F,J,65.86303,-16.70816,e,2015,10,1,446,188,51.16,,-1.33514,-15.305695,-0.416393,,,,,,,,,,,,,,
LM-15-102,F,J,65.86303,-16.70816,e,2015,10,1,453,189,50.63,61,-2.05524,6.049591,0.531466,,,,,,,,,,,,,,
LM-15-106,F,J,65.81466,-16.79883,e,2015,10,3,418,189,51.29,60,-2.07314,-29.333374,-1.039015,,,,,,,,,,,,,,
LM-15-107,F,J,65.81466,-16.79883,e,2015,10,3,433,186,51.8,62,-1.60937,-22.691315,-0.744205,,,,,,,,,,,,,,
LM-15-116,F,J,65.8892,-17.02561,e,2015,10,2,426,185,50.13,61,-2.62448,-10.248657,-0.191935,,,,,,,,,,,,,,
LM-15-117,F,J,65.8892,-17.02561,e,2015,10,2,425,180,50.88,61,-2.80293,-7.370392,-0.064183,,,,,,,,,,,,,,
LM-15-120,F,J,65.92387,-16.70501,e,2015,9,30,469,186,50.19,64,-1.68599,14.683655,0.914691,,,,,,,,,,,,,,
LM-15-121,F,J,65.92387,-16.70501,e,2015,9,30,433,193,52.32,63,-0.47704,-45.295502,-1.747497,,,,,,,,,,,,,,
LM-15-124,F,J,65.86194,-16.70922,e,2015,10,1,443,184,49.89,59,-3.35896,20.715393,1.182411,,,,,,,,,,,,,,
LM-15-126,F,J,65.86688,-16.70892,e,2015,10,1,450,190,51.06,64,-0.97330,-18.318115,-0.550100,,,,,,,,,,,,,,
LM-15-130,F,J,65.99468,-16.63348,e,2015,10,1,512,188,,66,0.13558,22.072021,1.242625,,,,,,,,,,,,,,
LM-15-136,F,J,65.85666,-16.77798,e,2015,10,2,446,186,47.67,61,-3.48439,26.186340,1.425240,,,,,,,,,,,,,,
LM-15-137,F,J,65.85666,-16.77798,e,2015,10,2,490,197,51.87,64,-0.00233,2.864746,0.390106,,,,,,,,,,,,,,
LM-15-138,F,J,65.84299,-16.79016,e,2015,10,3,454,189,49.55,64,-1.65259,-1.283722,0.205975,,,,,,,,,,,,,,
LM-15-147,F,J,65.92387,-16.70501,e,2015,9,30,452,188,50.85,61,-2.06379,5.125305,0.490441,,,,,,,,,,,,,,
LM-15-148,F,J,65.92387,-16.70501,e,2015,9,30,427,193,50.28,61,-1.81555,-25.355438,-0.862453,,,,,,,,,,,,,,
LM-15-149,F,J,65.86788,-16.70816,e,2015,10,1,426,189,49.48,,-1.89265,-24.541382,-0.826321,,,,,,,,,,,,,,
LM-15-153,F,J,65.86303,-16.71903,e,2015,10,1,414,191,49.25,63,-1.85500,-37.470978,-1.400204,,,,,,,,,,,,,,
LM-15-154,F,J,65.86303,-16.71903,e,2015,10,1,438,187,50.09,65,-1.35712,-23.239716,-0.768546,,,,,,,,,,,,,,
LM-15-155,F,J,65.86303,-16.71903,e,2015,10,1,450,190,52.48,64,-0.42275,-28.987579,-1.023666,,,,,,,,,,,,,,
LM-15-157,F,J,65.86303,-16.71903,e,2015,10,1,479,196,51.4,65,-0.00461,-8.361115,-0.108156,,,,,,,,,,,,,,
LM-15-159,F,J,65.86303,-16.71903,e,2015,10,1,394,185,50.41,62,-2.24213,-49.748535,-1.945146,,,,,,,,,,,,,,
LM-15-170,F,J,65.52788,-17.00383,e,2015,10,2,429,186,50.02,61,-2.57328,-8.470886,-0.113029,,,,,,,,,,,,,,
LM-15-177,F,J,65.88057,-17.02082,e,2015,10,2,447,182,51.29,62,-2.18248,2.035553,0.353302,,,,,,,,,,,,,,
LM-15-178,F,J,65.88057,-17.02082,e,2015,10,2,425,189,50.31,60,-2.45310,-14.419952,-0.377079,,,,,,,,,,,,,,
LM-15-179,F,J,65.87579,-16.84411,e,2015,10,2,439,,50.45,66,-0.22498,-43.820374,-1.682023,,,,,,,,,,,,,,
LM-15-182,F,J,65.79586,-16.7965,e,2015,10,3,436,187,50.07,62,-2.18626,-9.231323,-0.146781,,,,,,,,,,,,,,
LM-15-185,F,J,65.86835,-16.70797,e,2015,10,3,459,185,51.05,61,-2.26779,15.648712,0.957525,,,,,,,,,,,,,,
LM-15-187,F,J,65.82825,-16.90982,e,2015,10,3,448,186,51.72,63,-1.36659,-12.696259,-0.300573,,,,,,,,,,,,,,
LM-15-189,F,J,65.73309,-16.72843,e,2015,10,4,457,184,50.71,63,-1.94587,7.570007,0.598950,,,,,,,,,,,,,,
LM-15-193,F,J,65.73781,-16.72375,e,2015,10,3,489,187,51.93,64,-0.91753,19.601105,1.132953,,,,,,,,,,,,,,
LM-15-198,F,J,65.75355,-16.7314,e,2015,10,3,428,187,50.34,61,-2.35537,-13.533997,-0.337756,,,,,,,,,,,,,,
LM-15-200,F,J,65.80737,-16.73245,e,2015,10,3,460,191,51.2,62,-1.37276,-0.096680,0.258662,,,,,,,,,,,,,,
LM-15-211,F,J,65.79449,-16.79626,e,2015,10,3,443,187,50.4,64,-1.51073,-14.782928,-0.393190,,,,,,,,,,,,,,
LM-15-213,F,J,65.79538,-16.79665,e,2015,10,3,453,184,51.56,61,-2.16390,7.755432,0.607180,,,,,,,,,,,,,,
LM-15-214,F,J,65.79561,-16.80563,e,2015,10,3,467,192,52.23,65,-0.05820,-19.052643,-0.582702,,,,,,,,,,,,,,
LM-15-217,F,J,65.80217,-16.79751,e,2015,10,3,473,184,50.57,63,-2.00015,24.181946,1.336274,,,,,,,,,,,,,,
LM-15-220,F,J,65.93233,-16.99718,e,2015,10,4,468,192,50.35,64,-1.06088,1.279175,0.319730,,,,,,,,,,,,,,
LM-15-221,F,J,65.93709,-16.99554,e,2015,10,4,434,186,50.45,61,-2.40656,-6.281769,-0.015864,,,,,,,,,,,,,,
LM-15-222,F,J,65.93709,-16.99554,e,2015,10,4,468,191,52.45,64,-0.34054,-12.780914,-0.304330,,,,,,,,,,,,,,
LM-15-226,F,J,65.94243,-16.99277,e,2015,10,4,433,188,51.71,64,-0.90898,-36.324615,-1.349322,,,,,,,,,,,,,,
LM-15-243,F,J,65.73438,-16.70999,e,2015,10,4,463,198,58.81,64,2.78221,-78.289063,-3.211923,,,,,,,,,,,,,,
LM-15-244,F,J,65.73438,-16.70999,e,2015,10,4,440,190,50.31,62,-1.81167,-11.800781,-0.260827,,,,,,,,,,,,,,
LM-15-247,F,J,65.73734,-16.73701,e,2015,10,4,487,192,51.7,63,-0.81127,15.281708,0.941235,,,,,,,,,,,,,,
LM-15-248,F,J,65.88262,-17.01951,e,2015,10,4,414,188,50.3,63,-1.72944,-39.214233,-1.477579,,,,,,,,,,,,,,
LM-15-252,F,J,65.7373,-16.73701,e,2015,10,4,481,189,53.25,62,-0.76565,8.537659,0.641899,,,,,,,,,,,,,,
LM-15-253,F,J,65.7373,-16.73701,e,2015,10,4,475,194,52.62,64,0.00691,-12.354370,-0.285398,,,,,,,,,,,,,,
LM-15-258,F,J,65.8827,-17.01938,e,2015,10,4,472,187,50.2,64,-1.58827,15.349823,0.944259,,,,,,,,,,,,,,
LM-15-301,F,J,65.96354,-16.97871,e,2015,10,4,473,190,51.77,65,-0.42423,-6.358887,-0.019287,,,,,,,,,,,,,,
LM-15-303,F,J,65.96354,-16.97871,e,2015,10,4,425,182,51.5,62,-2.10106,-21.902344,-0.709187,,,,,,,,,,,,,,
LM-15-304,F,J,65.96354,-16.97871,e,2015,10,4,527,190,53.01,65,0.05652,38.444092,1.969303,,,,,,,,,,,,,,
LM-15-305,F,J,65.96354,-16.97871,e,2015,10,4,463,188,49.57,60,-2.83385,31.018890,1.639733,,,,,,,,,,,,,,
LM-15-006,M,J,66.0508,-17.30909,e,2015,10,1,490,195,54.06,64,0.65906,-9.952820,-0.178805,,,,,,,,,,,,,,
LM-15-013,M,J,65.96377,-17.12501,e,2015,10,1,479,193,51.73,63,-0.70579,5.037598,0.486548,,,,,,,,,,,,,,
LM-15-014,M,J,65.94596,-16.99222,e,2015,10,1,549,203,53.92,63,1.08175,41.225403,2.092752,,,,,,,,,,,,,,
LM-15-022,M,J,66.01823,-17.15435,e,2015,10,3,430,198,52.23,62,-0.31650,-51.516815,-2.023631,,,,,,,,,,,,,,
LM-15-026,M,J,66.021,-17.15998,e,2015,10,3,511,198,52.31,64,0.26210,18.620026,1.089407,,,,,,,,,,,,,,
LM-15-029,M,J,65.75002,-16.95355,e,2015,10,4,515,202,54.2,64,1.37026,0.844238,0.300425,,,,,,,,,,,,,,
LM-15-031,M,J,65.98687,-17.04313,e,2015,9,30,517,209,54.583,68,3.27084,-33.098694,-1.206139,,,,,,,,,,,,,,
LM-15-034,M,J,65.99041,-17.06381,e,2015,9,30,496,198,57.42,64,2.24330,-34.335022,-1.261014,,,,,,,,,,,,,,
LM-15-035,M,J,65.99266,-17.07031,e,2015,9,30,490,198,52.33,61,-0.55152,13.077881,0.843418,,,,,,,,,,,,,,
LM-15-037,M,J,66.01675,-17.33411,e,2015,10,1,456,200,53.18,63,0.51331,-41.388306,-1.574075,,,,,,,,,,,,,,
LM-15-038,M,J,66.01675,-17.33411,e,2015,10,1,532,200,54.2,64,1.18257,21.901672,1.235064,,,,,,,,,,,,,,
LM-15-039,M,J,66.01136,-17.32727,e,2015,10,1,467,200,,65,0.98794,-39.166534,-1.475461,,,,,,,,,,,,,,
LM-15-041,M,J,65.75436,-16.95254,e,2015,10,4,495,199,52.81,64,0.54980,-2.965576,0.131326,,,,,,,,,,,,,,
LM-15-042,M,J,65.75499,-16.95217,e,2015,10,4,485,204,54.53,67,2.50727,-50.920807,-1.997177,,,,,,,,,,,,,,
LM-15-044,M,J,65.75517,-16.94814,e,2015,10,4,495,199,53.75,62,0.36667,0.523651,0.286196,,,,,,,,,,,,,,
LM-15-045,M,J,65.75517,-16.94814,e,2015,10,4,489,197,53.83,63,0.48378,-7.686066,-0.078194,,,,,,,,,,,,,,
LM-15-046,M,J,65.75413,-16.9493,e,2015,10,4,510,197,52.88,65,0.66305,9.969879,0.705469,,,,,,,,,,,,,,
LM-15-049,M,J,65.8783,-16.99247,e,2015,10,4,492,198,54.05,67,1.75810,-29.451965,-1.044278,,,,,,,,,,,,,,
LM-15-060,M,J,65.96197,-16.93321,e,2015,10,4,466,190,52.32,64,-0.48479,-11.785400,-0.260144,,,,,,,,,,,,,,
LM-15-064,M,J,65.79477,-16.82079,e,2015,10,2,487,194,52.66,65,0.29621,-5.760956,0.007252,,,,,,,,,,,,,,
LM-15-065,M,J,65.79477,-16.82079,e,2015,10,2,446,201,53.37,61,0.13324,-43.872528,-1.684338,,,,,,,,,,,,,,
LM-15-068,M,J,65.80354,-16.72723,e,2015,10,3,515,197,52.86,64,0.38150,20.896149,1.190433,,,,,,,,,,,,,,
LM-15-070,M,J,65.99233,-16.77773,e,2015,9,30,484,196,52.68,62,-0.32972,2.929443,0.392977,,,,,,,,,,,,,,
LM-15-072,M,J,65.99152,-16.78407,e,2015,9,30,504,203,53.9,63,1.07400,-3.604309,0.102975,,,,,,,,,,,,,,
LM-15-074,M,J,65.98993,-16.78371,e,2015,9,30,470,196,53.31,64,0.46212,-25.826263,-0.883351,,,,,,,,,,,,,,
LM-15-076,M,J,65.96197,-16.93321,e,2015,10,2,486,198,51.22,64,-0.16050,2.399963,0.369476,,,,,,,,,,,,,,
LM-15-078,M,J,65.96197,-16.93321,e,2015,10,2,459,196,53.49,64,0.53191,-38.738739,-1.456474,,,,,,,,,,,,,,
LM-15-079,M,J,65.96197,-16.93321,e,2015,10,2,497,196,54.13,64,0.78004,-5.507477,0.018503,,,,,,,,,,,,,,
LM-15-085,M,J,65.60668,-16.641,e,2015,10,1,489,202,53.93,63,0.99178,-17.641022,-0.520047,,,,,,,,,,,,,,
LM-15-088,M,J,65.63344,-17.1753,e,2015,10,1,472,194,52.03,65,0.05195,-16.167328,-0.454637,,,,,,,,,,,,,,
LM-15-089,M,J,65.63147,-17.1751,e,2015,10,1,487,203,53.39,64,1.15006,-22.468384,-0.734311,,,,,,,,,,,,,,
LM-15-090,M,J,65.62977,-17.17526,e,2015,10,1,439,197,51.2,64,-0.26210,-43.101074,-1.650097,,,,,,,,,,,,,,
LM-15-091,M,J,65.62896,-17.17465,e,2015,10,1,498,199,54.33,63,0.86533,-5.950348,-0.001154,,,,,,,,,,,,,,
LM-15-092,M,J,65.63118,-17.17776,e,2015,10,1,509,202,54.94,67,2.47854,-26.644043,-0.919648,,,,,,,,,,,,,,
LM-15-094,M,J,65.63342,-17.17779,e,2015,10,1,450,190,50.64,62,-1.68372,-4.890289,0.045897,,,,,,,,,,,,,,
LM-15-095,M,J,65.63153,-17.17511,e,2015,10,1,478,195,52.29,62,-0.57477,1.798523,0.342781,,,,,,,,,,,,,,
LM-15-096,M,J,65.62804,-17.17392,e,2015,10,1,487,196,53.81,64,0.65598,-12.753113,-0.303096,,,,,,,,,,,,,,
LM-15-099,M,J,66.0401,-16.75317,e,2015,10,2,555,201,55.24,69,3.04859,9.048462,0.664571,,,,,,,,,,,,,,
LM-15-100,M,J,65.86303,-16.70816,e,2015,10,1,515,196,51.71,61,-0.97959,47.263824,2.360768,,,,,,,,,,,,,,
LM-15-103,M,J,65.86303,-16.70816,e,2015,10,1,516,203,53.44,62,0.62186,16.338043,0.988121,,,,,,,,,,,,,,
LM-15-105,M,J,65.86975,-16.70679,e,2015,10,3,537,207,52.59,63,0.94149,31.413788,1.657261,,,,,,,,,,,,,,
LM-15-108,M,J,65.81466,-16.79883,e,2015,10,3,477,195,53,60,-0.84709,6.275879,0.541510,,,,,,,,,,,,,,
LM-15-109,M,J,65.81466,-16.79883,e,2015,10,3,513,205,54.18,64,1.64404,-6.541626,-0.027398,,,,,,,,,,,,,,
LM-15-114,M,J,65.8892,-17.02561,e,2015,10,2,470,191,52.02,61,-1.32863,8.978119,0.661449,,,,,,,,,,,,,,
LM-15-115,M,J,65.8892,-17.02561,e,2015,10,2,455,195,51.37,61,-1.20526,-8.762848,-0.125987,,,,,,,,,,,,,,
LM-15-122,M,J,65.93477,-16.72257,e,2015,9,30,467,198,51.15,58,-1.83039,15.362183,0.944807,,,,,,,,,,,,,,
LM-15-123,M,J,65.86194,-16.70922,e,2015,10,1,526,202,53.85,66,1.78215,4.201965,0.449459,,,,,,,,,,,,,,
LM-15-127,M,J,65.86688,-16.70892,e,2015,10,1,411,200,52.22,64,0.41490,-84.031189,-3.466789,,,,,,,,,,,,,,
LM-15-128,M,J,65.99468,-16.63348,e,2015,10,1,494,196,52.7,64,0.22562,2.497101,0.373788,,,,,,,,,,,,,,
LM-15-129,M,J,65.87771,-17.04401,e,2015,10,2,466,198,54.01,64,0.92121,-39.063293,-1.470879,,,,,,,,,,,,,,
LM-15-131,M,J,65.88177,-17.0047,e,2015,10,2,504,203,53.75,64,1.28964,-7.983276,-0.091386,,,,,,,,,,,,,,
LM-15-132,M,J,65.88177,-17.0047,e,2015,10,2,506,202,54.29,68,2.50032,-29.216156,-1.033812,,,,,,,,,,,,,,
LM-15-134,M,J,65.88486,-17.03032,e,2015,10,2,486,200,52.29,63,0.16825,-4.511108,0.062727,,,,,,,,,,,,,,
LM-15-139,M,J,65.87767,-16.77314,e,2015,10,3,485,195,52.85,61,-0.63145,10.056885,0.709330,,,,,,,,,,,,,,
LM-15-140,M,J,65.96341,-16.79104,e,2015,9,30,527,202,54.07,64,1.31986,14.521057,0.907474,,,,,,,,,,,,,,
LM-15-141,M,J,65.93042,-16.70964,e,2015,9,30,447,198,51.97,58,-1.51247,-11.339081,-0.240334,,,,,,,,,,,,,,
LM-15-142,M,J,65.93289,-16.7166,e,2015,9,30,543,198,54.26,62,0.47055,47.070374,2.352182,,,,,,,,,,,,,,
LM-15-143,M,J,65.93289,-16.7166,e,2015,9,30,495,198,52.85,62,-0.07612,9.444702,0.682159,,,,,,,,,,,,,,
LM-15-145,M,J,65.93289,-16.7166,e,2015,9,30,466,192,52.53,62,-0.76326,-6.388611,-0.020606,,,,,,,,,,,,,,
LM-15-146,M,J,65.92387,-16.70501,e,2015,9,30,471,199,53.1,64,0.66224,-28.734528,-1.012435,,,,,,,,,,,,,,
LM-15-151,M,J,65.86303,-16.71903,e,2015,10,1,470,198,52.7,61,-0.40807,-8.892212,-0.131729,,,,,,,,,,,,,,
LM-15-156,M,J,65.86303,-16.71903,e,2015,10,1,477,194,53.45,65,0.60250,-21.936768,-0.710715,,,,,,,,,,,,,,
LM-15-158,M,J,65.86303,-16.71903,e,2015,10,1,486,198,52.75,64,0.43270,-9.536011,-0.160304,,,,,,,,,,,,,,
LM-15-160,M,J,65.79616,-16.73913,e,2015,10,3,501,200,53.53,64,0.92280,-4.524139,0.062149,,,,,,,,,,,,,,
LM-15-161,M,J,65.79895,-16.73623,e,2015,10,3,477,198,53.24,63,0.34888,-16.911682,-0.487675,,,,,,,,,,,,,,
LM-15-162,M,J,65.80407,-16.74447,e,2015,10,3,507,203,55.24,,1.65440,-11.852356,-0.263116,,,,,,,,,,,,,,
LM-15-171,M,J,65.8842,-17.02561,e,2015,10,2,463,192,,64,-0.03662,-23.260773,-0.769481,,,,,,,,,,,,,,
LM-15-172,M,J,65.88057,-17.02082,e,2015,10,2,479,199,51.84,63,-0.10007,-5.881226,0.001914,,,,,,,,,,,,,,
LM-15-173,M,J,65.88057,-17.02082,e,2015,10,2,452,196,51.19,63,-0.63361,-23.301147,-0.771273,,,,,,,,,,,,,,
LM-15-174,M,J,65.88057,-17.02082,e,2015,10,2,465,198,52.63,63,0.11238,-24.028351,-0.803550,,,,,,,,,,,,,,
LM-15-175,M,J,65.88057,-17.02082,e,2015,10,2,465,196,53.28,62,-0.09710,-19.878754,-0.619369,,,,,,,,,,,,,,
LM-15-176,M,J,65.88057,-17.02082,e,2015,10,2,468,192,51.39,62,-1.20525,3.807007,0.431928,,,,,,,,,,,,,,
LM-15-181,M,J,65.85302,-16.78391,e,2015,10,2,448,199,52.89,61,-0.24056,-34.678528,-1.276260,,,,,,,,,,,,,,
LM-15-183,M,J,65.79586,-16.7965,e,2015,10,3,448,196,51.57,62,-0.76008,-24.540314,-0.826274,,,,,,,,,,,,,,
LM-15-184,M,J,65.79586,-16.7965,e,2015,10,3,498,203,54.49,64,1.57654,-20.053467,-0.627124,,,,,,,,,,,,,,
LM-15-186,M,J,65.82825,-16.90982,e,2015,10,3,463,196,53.36,64,0.48151,-33.401947,-1.219599,,,,,,,,,,,,,,
LM-15-188,M,J,65.82825,-16.90982,e,2015,10,3,473,192,52.77,64,-0.12263,-11.803986,-0.260969,,,,,,,,,,,,,,
LM-15-191,M,J,65.9201,-16.70416,e,2015,10,2,509,199,55.05,65,1.69206,-10.952301,-0.223167,,,,,,,,,,,,,,
LM-15-192,M,J,65.73635,-16.72651,e,2015,10,3,527,199,54.59,64,1.23993,15.790039,0.963798,,,,,,,,,,,,,,
LM-15-195,M,J,65.7372,-16.71841,e,2015,10,3,490,198,52.44,61,-0.50887,12.261353,0.807176,,,,,,,,,,,,,,
LM-15-196,M,J,65.7372,-16.71841,e,2015,10,3,484,203,53.09,64,1.03375,-23.674255,-0.787833,,,,,,,,,,,,,,
LM-15-197,M,J,65.7372,-16.71841,e,2015,10,3,487,195,51.99,63,-0.41729,7.416595,0.592141,,,,,,,,,,,,,,
LM-15-199,M,J,65.80642,-16.73181,e,2015,10,3,506,201,53.5,63,0.73122,5.058594,0.487480,,,,,,,,,,,,,,
LM-15-202,M,J,65.80072,-16.74661,e,2015,10,3,527,202,52.9,63,0.59244,28.628082,1.533617,,,,,,,,,,,,,,
LM-15-203,M,J,65.80072,-16.74661,e,2015,10,3,488,202,53.18,64,0.97480,-18.201782,-0.544937,,,,,,,,,,,,,,
LM-15-204,M,J,65.80072,-16.74661,e,2015,10,3,449,196,48.83,60,-2.36998,7.779297,0.608239,,,,,,,,,,,,,,
LM-15-206,M,J,65.95245,-16.98873,e,2015,10,4,435,191,50.99,63,-1.18039,-29.304840,-1.037748,,,,,,,,,,,,,,
LM-15-207,M,J,65.95093,-16.98772,e,2015,10,4,507,198,53.91,63,0.60865,8.434113,0.637303,,,,,,,,,,,,,,
LM-15-208,M,J,65.93748,-16.98864,e,2015,10,4,516,204,53.41,64,1.25166,4.952637,0.482777,,,,,,,,,,,,,,
LM-15-209,M,J,65.93233,-16.99718,e,2015,10,4,476,197,52.27,62,-0.39484,-3.258636,0.118318,,,,,,,,,,,,,,
LM-15-215,M,J,65.79561,-16.80563,e,2015,10,3,499,202,54.3,62,0.86144,-4.555023,0.060778,,,,,,,,,,,,,,
LM-15-216,M,J,65.79561,-16.80563,e,2015,10,3,458,201,54.24,65,1.56571,-59.043610,-2.357710,,,,,,,,,,,,,,
LM-15-218,M,J,65.82017,-16.92794,e,2015,10,3,455,196,51.96,63,-0.33508,-25.686707,-0.877156,,,,,,,,,,,,,,
LM-15-223,M,J,65.94104,-16.99299,e,2015,10,4,463,194,52.48,63,-0.32116,-17.786407,-0.526500,,,,,,,,,,,,,,
LM-15-224,M,J,65.94104,-16.99299,e,2015,10,4,483,198,53,63,0.25583,-9.138397,-0.142656,,,,,,,,,,,,,,
LM-15-225,M,J,65.94104,-16.99299,e,2015,10,4,502,195,53.55,63,0.18753,10.865204,0.745208,,,,,,,,,,,,,,
LM-15-228,M,J,65.96172,-16.98213,e,2015,10,4,456,195,54.01,63,0.36588,-38.121094,-1.429059,,,,,,,,,,,,,,
LM-15-229,M,J,65.96172,-16.98213,e,2015,10,4,530,198,52.28,63,-0.02332,43.601471,2.198214,,,,,,,,,,,,,,
LM-15-241,M,J,65.73438,-16.70999,e,2015,10,4,510,196,53.71,63,0.34341,15.914307,0.969313,,,,,,,,,,,,,,
LM-15-242,M,J,65.73438,-16.70999,e,2015,10,4,511,197,53.78,63,0.46440,14.849609,0.922056,,,,,,,,,,,,,,
LM-15-246,M,J,65.73734,-16.73701,e,2015,10,4,501,199,54.04,63,0.75289,-0.451355,0.242920,,,,,,,,,,,,,,
LM-15-250,M,J,65.73309,-16.72843,e,2015,10,4,495,198,53.72,64,0.80877,-7.854309,-0.085662,,,,,,,,,,,,,,
LM-15-251,M,J,65.73309,-16.72843,e,2015,10,4,473,195,53.15,62,-0.24134,-9.673279,-0.166397,,,,,,,,,,,,,,
LM-15-254,M,J,65.7449,-17.09868,e,2015,10,4,419,194,50.9,62,-1.20753,-44.978729,-1.733437,,,,,,,,,,,,,,
LM-15-255,M,J,65.8827,-17.01938,e,2015,10,4,508,196,53.49,65,0.80570,5.465240,0.505529,,,,,,,,,,,,,,
LM-15-256,M,J,65.8827,-17.01938,e,2015,10,4,447,197,53.34,65,0.84139,-56.196411,-2.231336,,,,,,,,,,,,,,
LM-15-257,M,J,65.8827,-17.01938,e,2015,10,4,498,202,54.47,63,1.20115,-12.458405,-0.290015,,,,,,,,,,,,,,
LM-15-300,M,J,65.96172,-16.98213,e,2015,10,4,506,194,54.02,63,0.27591,13.902466,0.880017,,,,,,,,,,,,,,
LM-15-302,M,J,65.96354,-16.97871,e,2015,10,4,477,192,53.2,61,-0.77729,5.013245,0.485467,,,,,,,,,,,,,,
LM-16-014,F,A ,65.98952,-17.26544,e,2016,9,30,427,187,50.01,59,-3.03090,-1.872375,0.035195,,,,,,,,,,,,,,
LM-16-046,F,A ,66.04756,-17.30561,e,2016,9,30,440,183,50.51,61,-2.66484,4.443573,0.294273,,,,,,,,,,,,,,
LM-16-077,F,A ,65.74318,-16.73563,e,2016,10,1,490,192,52.69,65,0.12015,0.651062,0.138706,,,,,,,,,,,,,,
LM-16-109,F,A ,65.75119,-16.73362,e,2016,10,1,468,191,51.36,66,-0.21556,-14.633057,-0.488243,,,,,,,,,,,,,,
LM-16-127,F,A ,65.74889,-16.74517,e,2016,10,1,417,191,51.52,,-0.91403,-52.356781,-2.035657,,,,,,,,,,,,,,
LM-16-134,F,A ,65.80245,-16.78784,e,2016,9,30,460,185,51.42,62,-1.85054,8.632629,0.466107,,,,,,,,,,,,,,
LM-16-157,F,A ,65.62035,-17.17354,e,2016,10,3,462,194,51.33,64,-0.49323,-15.621704,-0.528797,,,,,,,,,,,,,,
LM-16-187,F,A ,65.9919,-16.77415,e,2016,10,2,472,188,52.41,65,-0.36379,-8.450256,-0.234627,,,,,,,,,,,,,,
LM-16-223,F,A ,66.02962,-17.16454,e,2016,10,1,455,185,50.5,63,-1.93344,5.469177,0.336343,,,,,,,,,,,,,,
LM-16-248,F,A ,66.02784,-17.18473,e,2016,10,1,478,196,48.72,60,-2.41263,37.565796,1.652935,,,,,,,,,,,,,,
LM-16-264,F,A ,66.01507,-17.33158,e,2016,10,3,509,190,51.53,64,-0.79108,37.290436,1.641640,,,,,,,,,,,,,,
LM-16-296,F,A ,65.58101,-16.76212,e,2016,10,4,489,192,53.05,64,-0.01407,1.602173,0.177720,,,,,,,,,,,,,,
LM-16-299,F,A ,65.58329,-16.75122,e,2016,10,4,471,196,52.21,63,-0.23815,-11.325165,-0.352555,,,,,,,,,,,,,,
