Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;0;255	A10	06-146	TOX	26.84	0.21	-	Positive	Unchecked	Unknown	-	26.70	-	-	A9	SYBR Green I	 	0.37	1.81	None			10
255;0;0;255	A9	06-146	TOX	26.55	0.21	-	Positive	Unchecked	Unknown	-	26.70	-	-	A9	SYBR Green I	 	0.37	1.84	None			9
255;0;0;255	C2	06-197	TOX	24.75	0.19	-	Positive	Unchecked	Unknown	-	24.89	-	-	C1	SYBR Green I	 	0.31	2.14	None			26
255;0;0;255	C1	06-197	TOX	25.02	0.19	-	Positive	Unchecked	Unknown	-	24.89	-	-	C1	SYBR Green I	 	0.33	2.22	None			25
255;0;255;0	G2	GB	TOX	26.11	0.18	-	Positive	Unchecked	Positive control	-	26.34	-	-	F1	SYBR Green I	 	0.32	1.70	None			74
255;0;255;0	G1	GB	TOX	26.31	0.18	-	Positive	Unchecked	Positive control	-	26.34	-	-	F1	SYBR Green I	 	0.44	2.04	None			73
255;0;255;0	F2	GB	TOX	26.42	0.18	-	Positive	Unchecked	Positive control	-	26.34	-	-	F1	SYBR Green I	 	0.37	1.83	None			62
255;0;255;0	F1	GB	TOX	26.53	0.18	-	Positive	Unchecked	Positive control	-	26.34	-	-	F1	SYBR Green I	 	0.46	2.07	None			61
255;0;0;255	A12	06-154	TOX	26.39	0.18	-	Positive	Unchecked	Unknown	-	26.27	-	-	A11	SYBR Green I	 	0.40	2.08	None			12
255;0;0;255	A11	06-154	TOX	26.14	0.18	-	Positive	Unchecked	Unknown	-	26.27	-	-	A11	SYBR Green I	 	0.32	1.99	None			11
255;0;0;255	H12	06-177	TOX	26.17	0.16	-	Positive	Unchecked	Unknown	-	26.06	-	-	H11	SYBR Green I	 	0.31	1.97	None			96
255;0;0;255	H11	06-177	TOX	25.95	0.16	-	Positive	Unchecked	Unknown	-	26.06	-	-	H11	SYBR Green I	 	0.29	1.92	None			95
255;0;0;255	D8	06-139	TOX	27.23	0.14	-	Positive	Unchecked	Unknown	-	27.13	-	-	D7	SYBR Green I	 	0.46	2.01	None			44
255;0;0;255	D7	06-139	TOX	27.03	0.14	-	Positive	Unchecked	Unknown	-	27.13	-	-	D7	SYBR Green I	 	0.44	2.01	None			43
255;0;0;255	G10	06-152	TOX	25.01	0.11	-	Positive	Unchecked	Unknown	-	25.09	-	-	G9	SYBR Green I	 	0.26	1.90	None			82
255;0;0;255	G9	06-152	TOX	25.17	0.11	-	Positive	Unchecked	Unknown	-	25.09	-	-	G9	SYBR Green I	 	0.32	2.10	None			81
255;0;0;255	E12	06-161	TOX	25.73	0.11	-	Positive	Unchecked	Unknown	-	25.81	-	-	E11	SYBR Green I	 	0.39	2.25	None			60
255;0;0;255	E11	06-161	TOX	25.89	0.11	-	Positive	Unchecked	Unknown	-	25.81	-	-	E11	SYBR Green I	 	0.39	2.23	None			59
255;0;0;255	C8	06-138	TOX	27.18	0.11	-	Positive	Unchecked	Unknown	-	27.10	-	-	C7	SYBR Green I	 	0.45	1.96	None			32
255;0;0;255	C7	06-138	TOX	27.02	0.11	-	Positive	Unchecked	Unknown	-	27.10	-	-	C7	SYBR Green I	 	0.43	1.94	None			31
255;0;0;255	D2	06-200	TOX	24.76	0.11	-	Positive	Unchecked	Unknown	-	24.84	-	-	D1	SYBR Green I	 	0.36	2.28	None			38
255;0;0;255	D1	06-200	TOX	24.91	0.11	-	Positive	Unchecked	Unknown	-	24.84	-	-	D1	SYBR Green I	 	0.39	2.37	None			37
255;0;0;255	A2	06-191	TOX	26.42	0.10	-	Positive	Unchecked	Unknown	-	26.49	-	-	A1	SYBR Green I	 	0.39	2.13	None			2
255;0;0;255	A1	06-191	TOX	26.56	0.10	-	Positive	Unchecked	Unknown	-	26.49	-	-	A1	SYBR Green I	 	0.49	2.17	None			1
255;0;0;255	E6	08-140	TOX	25.73	0.09	-	Positive	Unchecked	Unknown	-	25.67	-	-	E5	SYBR Green I	 	0.38	2.22	None			54
255;0;0;255	E5	08-140	TOX	25.60	0.09	-	Positive	Unchecked	Unknown	-	25.67	-	-	E5	SYBR Green I	 	0.36	2.18	None			53
255;0;0;255	D12	06-157	TOX	24.59	0.08	-	Positive	Unchecked	Unknown	-	24.65	-	-	D11	SYBR Green I	 	0.37	2.31	None			48
255;0;0;255	D11	06-157	TOX	24.71	0.08	-	Positive	Unchecked	Unknown	-	24.65	-	-	D11	SYBR Green I	 	0.34	2.23	None			47
255;0;0;255	A6	08-132	TOX	26.27	0.08	-	Positive	Unchecked	Unknown	-	26.21	-	-	A5	SYBR Green I	 	0.39	2.18	None			6
255;0;0;255	A5	08-132	TOX	26.15	0.08	-	Positive	Unchecked	Unknown	-	26.21	-	-	A5	SYBR Green I	 	0.49	2.21	None			5
255;0;0;255	G12	06-164	TOX	24.98	0.08	-	Positive	Unchecked	Unknown	-	24.93	-	-	G11	SYBR Green I	 	0.32	2.15	None			84
255;0;0;255	G11	06-164	TOX	24.87	0.08	-	Positive	Unchecked	Unknown	-	24.93	-	-	G11	SYBR Green I	 	0.27	1.98	None			83
255;0;0;255	A4	08-113	TOX	25.77	0.08	-	Positive	Unchecked	Unknown	-	25.72	-	-	A3	SYBR Green I	 	0.37	2.23	None			4
255;0;0;255	A3	08-113	TOX	25.66	0.08	-	Positive	Unchecked	Unknown	-	25.72	-	-	A3	SYBR Green I	 	0.30	2.00	None			3
255;0;0;255	A8	06-134	TOX	25.46	0.07	-	Positive	Unchecked	Unknown	-	25.51	-	-	A7	SYBR Green I	 	0.35	2.15	None			8
255;0;0;255	A7	06-134	TOX	25.56	0.07	-	Positive	Unchecked	Unknown	-	25.51	-	-	A7	SYBR Green I	 	0.35	2.15	None			7
255;0;0;255	G4	08-124	TOX	23.83	0.06	-	Positive	Unchecked	Unknown	-	23.79	-	-	G3	SYBR Green I	 	0.27	1.95	None			76
255;0;0;255	G3	08-124	TOX	23.74	0.06	-	Positive	Unchecked	Unknown	-	23.79	-	-	G3	SYBR Green I	 	0.22	1.76	None			75
255;0;0;255	G8	06-143	TOX	24.94	0.06	-	Positive	Unchecked	Unknown	-	24.90	-	-	G7	SYBR Green I	 	0.34	2.18	None			80
255;0;0;255	G7	06-143	TOX	24.85	0.06	-	Positive	Unchecked	Unknown	-	24.90	-	-	G7	SYBR Green I	 	0.33	2.15	None			79
255;0;0;255	E4	08-120	TOX	26.26	0.06	-	Positive	Unchecked	Unknown	-	26.22	-	-	E3	SYBR Green I	 	0.39	1.94	None			52
255;0;0;255	E3	08-120	TOX	26.18	0.06	-	Positive	Unchecked	Unknown	-	26.22	-	-	E3	SYBR Green I	 	0.30	1.94	None			51
255;0;0;255	B2	06-196	TOX	27.93	0.06	-	Positive	Unchecked	Unknown	-	27.97	-	-	B1	SYBR Green I	 	0.44	1.81	None			14
255;0;0;255	B1	06-196	TOX	28.01	0.06	-	Positive	Unchecked	Unknown	-	27.97	-	-	B1	SYBR Green I	 	0.54	2.01	None			13
255;0;0;255	F8	06-141	TOX	24.97	0.05	-	Positive	Unchecked	Unknown	-	25.01	-	-	F7	SYBR Green I	 	0.33	2.13	None			68
255;0;0;255	F7	06-141	TOX	25.04	0.05	-	Positive	Unchecked	Unknown	-	25.01	-	-	F7	SYBR Green I	 	0.32	2.13	None			67
255;0;0;255	B12	06-155	TOX	25.74	0.04	-	Positive	Unchecked	Unknown	-	25.77	-	-	B11	SYBR Green I	 	0.37	2.20	None			24
255;0;0;255	B11	06-155	TOX	25.80	0.04	-	Positive	Unchecked	Unknown	-	25.77	-	-	B11	SYBR Green I	 	0.36	2.17	None			23
255;0;0;255	F6	06-114	TOX	25.51	0.04	-	Positive	Unchecked	Unknown	-	25.54	-	-	F5	SYBR Green I	 	0.32	2.13	None			66
255;0;0;255	F5	06-114	TOX	25.56	0.04	-	Positive	Unchecked	Unknown	-	25.54	-	-	F5	SYBR Green I	 	0.33	1.77	None			65
255;0;0;255	H10	06-153	TOX	26.38	0.03	-	Positive	Unchecked	Unknown	-	26.40	-	-	H9	SYBR Green I	 	0.38	1.93	None			94
255;0;0;255	H9	06-153	TOX	26.42	0.03	-	Positive	Unchecked	Unknown	-	26.40	-	-	H9	SYBR Green I	 	0.32	1.97	None			93
255;0;0;255	C12	06-156	TOX	25.28	0.03	-	Positive	Unchecked	Unknown	-	25.30	-	-	C11	SYBR Green I	 	0.40	2.30	None			36
255;0;0;255	C11	06-156	TOX	25.32	0.03	-	Positive	Unchecked	Unknown	-	25.30	-	-	C11	SYBR Green I	 	0.36	2.23	None			35
255;0;0;255	E8	06-140	TOX	26.61	0.02	-	Positive	Unchecked	Unknown	-	26.60	-	-	E7	SYBR Green I	 	0.47	2.11	None			56
255;0;0;255	E7	06-140	TOX	26.58	0.02	-	Positive	Unchecked	Unknown	-	26.60	-	-	E7	SYBR Green I	 	0.48	2.12	None			55
255;0;0;255	C10	06-148	TOX	24.71	0.02	-	Positive	Unchecked	Unknown	-	24.73	-	-	C9	SYBR Green I	 	0.31	2.03	None			34
255;0;0;255	C9	06-148	TOX	24.74	0.02	-	Positive	Unchecked	Unknown	-	24.73	-	-	C9	SYBR Green I	 	0.30	1.96	None			33
255;0;0;255	F12	06-162	TOX	25.25	0.01	-	Positive	Unchecked	Unknown	-	25.26	-	-	F11	SYBR Green I	 	0.39	2.28	None			72
255;0;0;255	F11	06-162	TOX	25.27	0.01	-	Positive	Unchecked	Unknown	-	25.26	-	-	F11	SYBR Green I	 	0.33	2.15	None			71
255;0;0;255	D10	06-149	TOX	23.39	0.01	-	Positive	Unchecked	Unknown	-	23.38	-	-	D9	SYBR Green I	 	0.31	2.10	None			46
255;0;0;255	D9	06-149	TOX	23.37	0.01	-	Positive	Unchecked	Unknown	-	23.38	-	-	D9	SYBR Green I	 	0.29	2.02	None			45
255;0;0;255	H8	06-145	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	H7	SYBR Green I	 	-	-				92
255;0;0;255	H7	06-145	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	H7	SYBR Green I	 	-	-				91
255;0;0;255	H6	06-133	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	H5	SYBR Green I	 	-	-				90
255;0;0;255	H5	06-133	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	H5	SYBR Green I	 	-	-				89
255;0;0;255	H4		TOX	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.18	None			88
255;0;0;255	H3		TOX	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.14	None			87
255;0;0;0	H2	Negative	TOX	-	-	-	Negative	Unchecked	Negative control	-	-	-	-	H1	SYBR Green I	 	0.00	0.02	None			86
255;0;0;0	H1	Negative	TOX	-	-	-	Negative	Unchecked	Negative control	-	-	-	-	H1	SYBR Green I	 	0.00	-0.01	None			85
255;0;0;255	G6	06-132	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	G5	SYBR Green I	 	-	-				78
255;0;0;255	G5	06-132	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	G5	SYBR Green I	 	-	-				77
255;0;0;255	F4	08-123	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	F3	SYBR Green I	 	-	-				64
255;0;0;255	F3	08-123	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	F3	SYBR Green I	 	-	-				63
255;0;0;255	E10	06-150	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	E9	SYBR Green I	 	-	-				58
255;0;0;255	E9	06-150	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	E9	SYBR Green I	 	-	-				57
255;0;0;255	E2		TOX	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.03	0.31	None			50
255;0;0;255	E1		TOX	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.03	0.27	None			49
255;0;0;255	D6	08-138	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	D5	SYBR Green I	 	-	-				42
255;0;0;255	D5	08-138	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	D5	SYBR Green I	 	-	-				41
255;0;0;255	D4	08-118	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	D3	SYBR Green I	 	-	-				40
255;0;0;255	D3	08-118	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	D3	SYBR Green I	 	-	-				39
255;0;0;255	B8	06-137	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	B7	SYBR Green I	 	-	-				20
255;0;0;255	B7	06-137	TOX	-	-	-	-	Checked	Unknown	-	-	-	-	B7	SYBR Green I	 	-	-				19
